antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,antecedents_str,consequents_str,n_antecedentes,estrato
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.01017587200752897,0.3404505617316628,0.008234809717075466,0.8092485549132947,2.376992861451438,0.004770428376002725,"ctx_causa_acidente_Transitar_na_contramão, ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_acidente_Atropelamento_de_Pedestre', 'ctx_causa_acidente_Pedestre_andava_na_pista'})",frozenset({'desfecho_AltaGravidade'}),0.010764072701605789,0.3404505617316628,0.00870537027233692,0.808743169398907,2.375508400648034,0.0050407356745547725,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_tipo_acidente_Atropelamento_de_Pedestre",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_fim_de_semana_Não', 'ctx_tipo_acidente_Atropelamento_de_Pedestre', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.011822833950944063,0.3404505617316628,0.009528851244044468,0.8059701492537313,2.367363252844279,0.0055037607841853875,"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tipo_acidente_Atropelamento_de_Pedestre",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_acidente_Atropelamento_de_Pedestre', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.017822481030527616,0.3404505617316628,0.014352096935474384,0.8052805280528053,2.3653376394999555,0.008284423257179352,"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Atropelamento_de_Pedestre",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.010117051938121287,0.3404505617316628,0.008117169578260102,0.8023255813953487,2.356658121855965,0.004672813562858301,"ctx_causa_acidente_Transitar_na_contramão, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_condicao_metereologica_Céu_Claro', 'ctx_tipo_acidente_Atropelamento_de_Pedestre'})",frozenset({'desfecho_AltaGravidade'}),0.010587612493382742,0.3404505617316628,0.008470089994706194,0.8,2.3498272287491364,0.004865531373936869,"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_causa_acidente_Pedestre_andava_na_pista', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.007881889300629375,0.3404505617316628,0.006293747426621963,0.7985074626865671,2.3454432227253506,0.003610353786715909,"ctx_causa_acidente_Pedestre_andava_na_pista, ctx_fase_dia_Plena_Noite",desfecho_AltaGravidade,2,rural
frozenset({'ctx_causa_acidente_Pedestre_andava_na_pista'}),frozenset({'desfecho_AltaGravidade'}),0.011352273395682608,0.3404505617316628,0.009058290688783013,0.7979274611398963,2.3437395934414957,0.005193402834291459,ctx_causa_acidente_Pedestre_andava_na_pista,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_tipo_acidente_Atropelamento_de_Pedestre', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.009470031174636786,0.3404505617316628,0.007411328745367919,0.7826086956521738,2.2987440281241547,0.004187251312346467,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Atropelamento_de_Pedestre",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.022998647138403622,0.3404505617316628,0.017822481030527616,0.7749360613810742,2.276207321966075,0.009992578693189803,"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tracado_via_Reta', 'ctx_tipo_acidente_Atropelamento_de_Pedestre'})",frozenset({'desfecho_AltaGravidade'}),0.009058290688783013,0.3404505617316628,0.0069995882595141464,0.7727272727272727,2.2697194823145064,0.003915688106189278,"ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Atropelamento_de_Pedestre'})",frozenset({'desfecho_AltaGravidade'}),0.015940238809481797,0.3404505617316628,0.012293394506205518,0.7712177121771218,2.2652854742092687,0.006866531249380588,"ctx_tipo_acidente_Atropelamento_de_Pedestre, ctx_tipo_pista_Simples",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.025233809775895535,0.3404505617316628,0.019410622904535026,0.7692307692307692,2.259449258412631,0.010819758191701466,"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.026174930886418445,0.3404505617316628,0.02011646373742721,0.7685393258426967,2.257418292787092,0.0112051938138586,"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Transitar_na_contramão', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.013587436033174518,0.3404505617316628,0.010411152285159696,0.7662337662337663,2.2506462093538806,0.005785302055172395,"ctx_causa_acidente_Transitar_na_contramão, ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_condicao_metereologica_Céu_Claro', 'ctx_tipo_acidente_Atropelamento_de_Pedestre'})",frozenset({'desfecho_AltaGravidade'}),0.02105758484795012,0.3404505617316628,0.01611669901770484,0.76536312849162,2.2480888990127905,0.00894763242750807,"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Atropelamento_de_Pedestre",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tracado_via_Reta', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.012234574436797836,0.3404505617316628,0.009352391035821422,0.7644230769230769,2.245327700547552,0.005187123296265757,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_condicao_metereologica_Nublado', 'ctx_causa_acidente_Transitar_na_contramão'})",frozenset({'desfecho_AltaGravidade'}),0.006881948120698782,0.3404505617316628,0.005234986177283689,0.7606837606837606,2.2343442666524904,0.0028920230737836273,"ctx_causa_acidente_Transitar_na_contramão, ctx_condicao_metereologica_Nublado",desfecho_AltaGravidade,2,rural
frozenset({'ctx_tipo_acidente_Atropelamento_de_Pedestre'}),frozenset({'desfecho_AltaGravidade'}),0.031174636786071408,0.3404505617316628,0.023645667901888125,0.7584905660377359,2.227902231031021,0.013032245296289555,ctx_tipo_acidente_Atropelamento_de_Pedestre,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_condicao_metereologica_Céu_Claro', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.017234280336450795,0.3404505617316628,0.013058055408505381,0.7576791808873721,2.2255189623818614,0.007190634986919757,"ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_fim_de_semana_Não', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.015528498323628022,0.3404505617316628,0.01176401388153638,0.7575757575757576,2.2252151787397123,0.006477327904408036,"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Não, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_acidente_Colisão_frontal', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.02852773366272572,0.3404505617316628,0.02158696547261926,0.7567010309278351,2.222645858120962,0.01187468252221302,"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.01488147756014352,0.3404505617316628,0.011234633256867244,0.7549407114624507,2.21747529985714,0.006168225862119247,"ctx_causa_acidente_Transitar_na_contramão, ctx_fim_de_semana_Sim",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tracado_via_Reta', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.006940768190106464,0.3404505617316628,0.005176166107876007,0.7457627118644067,2.190516908155974,0.0028131776787050046,"ctx_causa_acidente_Transitar_na_contramão, ctx_fase_dia_Plena_Noite, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tracado_via_Reta', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.030527616022586905,0.3404505617316628,0.022704546791365215,0.7437379576107901,2.184569629810132,0.012311402768146993,"ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Colisão_frontal', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.028233633315687314,0.3404505617316628,0.020881124639727074,0.7395833333333333,2.1723663182446438,0.011268968317675538,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_condicao_metereologica_Céu_Claro', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.03970354685018528,0.3404505617316628,0.029174754426210224,0.7348148148148148,2.1583598249251326,0.015657659598325255,"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_condicao_metereologica_Nublado', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.0123522145756132,0.3404505617316628,0.009058290688783013,0.7333333333333334,2.1540082930200417,0.004852972297885466,"ctx_condicao_metereologica_Nublado, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_acidente_Colisão_frontal', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.030409975883771544,0.3404505617316628,0.022116346097288395,0.7272727272727272,2.1362065715901237,0.011763252725412053,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Transitar_na_contramão', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.012940415269690019,0.3404505617316628,0.009411211105229104,0.7272727272727272,2.1362065715901237,0.00500563945762215,"ctx_causa_acidente_Transitar_na_contramão, ctx_fase_dia_Plena_Noite, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tracado_via_Reta', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.03264513852126345,0.3404505617316628,0.023704487971295807,0.7261261261261263,2.1328386783466264,0.01259043222392372,"ctx_tipo_acidente_Colisão_frontal, ctx_tracado_via_Reta",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.014822657490735839,0.3404505617316628,0.010705252632198107,0.7222222222222223,2.1213718037318596,0.0056588705631210505,"ctx_causa_acidente_Transitar_na_contramão, ctx_fase_dia_Plena_Noite",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Ultrapassagem_Indevida', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.009940591729898241,0.3404505617316628,0.007176048467737192,0.7218934911242604,2.1204062271257,0.0037917684293482137,"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_causa_acidente_Ultrapassagem_Indevida', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.010234692076936652,0.3404505617316628,0.007352508675960237,0.7183908045977011,2.1101178419083477,0.0038681020092165555,"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_condicao_metereologica_Céu_Claro', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.04299747073701547,0.3404505617316628,0.030880536439032998,0.7181942544459644,2.1095405182853906,0.016242023373575346,"ctx_condicao_metereologica_Céu_Claro, ctx_tipo_acidente_Colisão_frontal",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Colisão_frontal'})",frozenset({'desfecho_AltaGravidade'}),0.07617198988294806,0.3404505617316628,0.05434974413269807,0.7135135135135136,2.0957918526681487,0.02841694738882987,"ctx_tipo_acidente_Colisão_frontal, ctx_tipo_pista_Simples",desfecho_AltaGravidade,2,rural
frozenset({'ctx_tipo_acidente_Colisão_frontal'}),frozenset({'desfecho_AltaGravidade'}),0.0809364155049703,0.3404505617316628,0.057114287394859124,0.7056686046511628,2.0727491271033895,0.02955943927164472,ctx_tipo_acidente_Colisão_frontal,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tracado_via_Reta'})",frozenset({'desfecho_AltaGravidade'}),0.015116757837774249,0.3404505617316628,0.01052879242397506,0.6964980544747081,2.0458126164693353,0.0053822837265433,"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tracado_via_Curva', 'ctx_causa_acidente_Transitar_na_contramão'})",frozenset({'desfecho_AltaGravidade'}),0.009411211105229104,0.3404505617316628,0.006529027704252691,0.69375,2.0377407999308916,0.0033249755969021787,"ctx_causa_acidente_Transitar_na_contramão, ctx_tracado_via_Curva",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_causa_acidente_Transitar_na_contramão', 'ctx_tracado_via_Reta'})",frozenset({'desfecho_AltaGravidade'}),0.016293159225927886,0.3404505617316628,0.011293453326274926,0.6931407942238268,2.035951389529938,0.005746438115424352,"ctx_causa_acidente_Transitar_na_contramão, ctx_tracado_via_Reta",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Transitar_na_contramão'})",frozenset({'desfecho_AltaGravidade'}),0.03552732192223987,0.3404505617316628,0.02446914887359567,0.6887417218543046,2.023030064486011,0.012373852168347488,"ctx_causa_acidente_Transitar_na_contramão, ctx_tipo_pista_Simples",desfecho_AltaGravidade,2,rural
frozenset({'ctx_causa_acidente_Transitar_na_contramão'}),frozenset({'desfecho_AltaGravidade'}),0.038468325392623966,0.3404505617316628,0.02635139109464149,0.6850152905198776,2.0120844772163857,0.013254828105846272,ctx_causa_acidente_Transitar_na_contramão,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Ultrapassagem_Indevida'})",frozenset({'desfecho_AltaGravidade'}),0.022410446444326805,0.3404505617316628,0.012116934297982471,0.5406824146981627,1.5881378252044687,0.004487285217354065,"ctx_causa_acidente_Ultrapassagem_Indevida, ctx_tipo_pista_Simples",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tracado_via_Curva;Declive', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.010940532909828833,0.3404505617316628,0.00588200694076819,0.5376344086021506,1.5791849655572154,0.0021572963659732204,"ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples, ctx_tracado_via_Curva;Declive",desfecho_AltaGravidade,3,rural
frozenset({'ctx_causa_acidente_Ultrapassagem_Indevida'}),frozenset({'desfecho_AltaGravidade'}),0.024292688665372625,0.3404505617316628,0.012763955061466973,0.5254237288135594,1.5433187307462548,0.004493495559368463,ctx_causa_acidente_Ultrapassagem_Indevida,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_condicao_metereologica_Céu_Claro', 'ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.011352273395682608,0.3404505617316628,0.005705546732545144,0.5025906735751294,1.47625156210276,0.0018406588780535888,"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_condicao_metereologica_Céu_Claro, ctx_fase_dia_Plena_Noite",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.010940532909828833,0.3404505617316628,0.005470266454914417,0.5,1.4686420179682103,0.0017455558801194467,"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_fase_dia_Amanhecer', 'ctx_tracado_via_Reta'})",frozenset({'desfecho_AltaGravidade'}),0.012646314922651608,0.3404505617316628,0.006293747426621963,0.49767441860465117,1.4618111248613812,0.0019883024073697126,"ctx_fase_dia_Amanhecer, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Colisão_lateral_sentido_oposto', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.011822833950944063,0.3404505617316628,0.00588200694076819,0.4975124378109453,1.4613353412619008,0.0018569164809091095,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_condicao_metereologica_Céu_Claro', 'ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor'})",frozenset({'desfecho_AltaGravidade'}),0.010293512146344332,0.3404505617316628,0.005117346038468326,0.4971428571428572,1.460249777865535,0.0016129140460537038,"ctx_causa_acidente_Ingestão_de_álcool_pelo_condutor, ctx_condicao_metereologica_Céu_Claro, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_acidente_Colisão_lateral_sentido_oposto', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.012116934297982471,0.3404505617316628,0.005999647079583554,0.49514563106796117,1.4543833575995868,0.0018744299913697696,"ctx_fim_de_semana_Sim, ctx_tipo_acidente_Colisão_lateral_sentido_oposto",desfecho_AltaGravidade,2,rural
frozenset({'ctx_causa_acidente_Conversão_proibida'}),frozenset({'desfecho_AltaGravidade'}),0.010352332215752014,0.3404505617316628,0.005058525969060644,0.4886363636363637,1.4352637902871146,0.0015340686509750807,ctx_causa_acidente_Conversão_proibida,desfecho_AltaGravidade,1,rural
"frozenset({'ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.015528498323628022,0.3404505617316628,0.0075877889535909656,0.48863636363636365,1.4352637902871146,0.002301102976462621,"ctx_causa_acidente_Acessar_a_via_sem_observar_a_presença_dos_outros_veículos, ctx_fase_dia_Plena_Noite",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tracado_via_Reta', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.07664255043820951,0.3404505617316628,0.037291924004470324,0.48656945510360705,1.4291926928501077,0.011198924655234595,"ctx_fase_dia_Plena_Noite, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_fase_dia_Amanhecer', 'ctx_fim_de_semana_Sim'})",frozenset({'desfecho_AltaGravidade'}),0.010881712840421151,0.3404505617316628,0.005293806246691371,0.4864864864864865,1.428948990455556,0.001589120997567342,"ctx_fase_dia_Amanhecer, ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_fim_de_semana_Sim', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.07046644315040292,0.3404505617316628,0.034115640256455505,0.4841402337228715,1.422057379668718,0.010125300102668548,"ctx_fase_dia_Plena_Noite, ctx_fim_de_semana_Sim, ctx_tipo_pista_Simples",desfecho_AltaGravidade,3,rural
"frozenset({'ctx_tipo_acidente_Colisão_lateral_sentido_oposto', 'ctx_fase_dia_Plena_Noite'})",frozenset({'desfecho_AltaGravidade'}),0.010822892771013469,0.3404505617316628,0.005234986177283689,0.4836956521739131,1.4207515173822904,0.001550326253830601,"ctx_fase_dia_Plena_Noite, ctx_tipo_acidente_Colisão_lateral_sentido_oposto",desfecho_AltaGravidade,2,rural
"frozenset({'ctx_tipo_pista_Simples', 'ctx_tipo_acidente_Colisão_lateral_sentido_oposto', 'ctx_tracado_via_Reta'})",frozenset({'desfecho_AltaGravidade'}),0.013881536380212929,0.3404505617316628,0.006705487912475737,0.4830508474576271,1.4188575427828471,0.001979511054133732,"ctx_tipo_acidente_Colisão_lateral_sentido_oposto, ctx_tipo_pista_Simples, ctx_tracado_via_Reta",desfecho_AltaGravidade,3,rural
